place_id,best_source,best_name,best_phone,best_website,best_address,best_category,name_source,phone_source,website_source,address_source,categories_source
08f26ed52353494a035ccc4d9817a84c,meta,Walmart,"[""+14172265800""]","[""https://www.walmart.com/store/5261""]","[{""freeform"": ""100 Commercial Dr"", ""locality"": ""Pineville"", ""postcode"": ""64856-7015"", ""region"": ""MO"", ""country"": ""US""}]","{""primary"": ""supermarket"", ""alternate"": [""shopping"", ""superstore""]}",microsoft,meta,meta,meta,meta
08f26ed7ac94a99803b49290c7c14ae8,microsoft,Speedy Splash Carwash,"[""4799354395""]","[""https://speedysplash.com/""]","[{""freeform"": ""1841 N Crossover Rd"", ""locality"": ""Fayetteville"", ""postcode"": ""72701"", ""region"": ""AR"", ""country"": ""US""}]","{""primary"": ""car_wash"", ""alternate"": [""automotive""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f26eec3634b47603f6d23fb1b12603,meta,Cedar Vale Locker,"[""+16207585657""]","[""https://www.cedarvalelocker.com""]","[{""freeform"": ""1505 Marsh St"", ""locality"": ""Cedar Vale"", ""postcode"": ""67024-9081"", ""region"": ""KS"", ""country"": ""US""}]","{""primary"": ""butcher_shop"", ""alternate"": [""shopping""]}",meta,meta,meta,meta,meta
08f26f4441284853034e61baf325cd7c,meta,Colby Dodge Chrysler Jeep Ram,"[""+17854603317""]","[""http://www.colbydodge.com/""]","[{""freeform"": ""1000 Taylor Ave"", ""locality"": ""Colby"", ""postcode"": ""67701-9053"", ""region"": ""KS"", ""country"": ""US""}]","{""primary"": ""car_dealer"", ""alternate"": [""automotive_repair"", ""automotive_dealer""]}",meta,meta,meta,meta,meta
08f27022da661146031df2517711075f,meta,Bitcoin Depot,"[""+16473711941""]","[""https://www.bitcoindepot.com/""]","[{""freeform"": ""1021 McGregor St"", ""locality"": ""Winnipeg"", ""postcode"": ""R2V 3H4"", ""region"": ""MB"", ""country"": ""CA""}]","{""primary"": ""atms"", ""alternate"": [""bank_credit_union"", ""currency_exchange""]}",microsoft,meta,meta,meta,meta
08f2713b1a4f55b60367d72a5d3abe83,microsoft,Petro-Canada,"[""2047290223""]","[""https://www.petro-canada.ca/en/personal/gas-station-locations/3360-victoria-avenue-brandon?utm_source=Bing&utm_medium=lpm&utm_campaign=suncor""]","[{""freeform"": ""3360 Victoria Ave"", ""locality"": ""Brandon"", ""postcode"": ""R7B2R5"", ""region"": ""MB"", ""country"": ""CA""}]","{""primary"": ""gas_station"", ""alternate"": [""automotive""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f271a2d0294804035e0f9b5baa38d6,meta,Gate City Bank,"[""+17016523147""]","[""https://www.gatecitybank.com""]","[{""freeform"": ""720 Main St"", ""locality"": ""Carrington"", ""postcode"": ""58421-2105"", ""region"": ""ND"", ""country"": ""US""}]","{""primary"": ""bank_credit_union"", ""alternate"": [""installment_loans"", ""atms""]}",meta,meta,meta,meta,meta
08f27418ead55b2203bbea6c6321ba6c,meta,Dan Stiebel,"[""+12316330432""]","[""http://realestatetc.com/""]","[{""freeform"": ""402 E Front St"", ""locality"": ""Traverse City"", ""postcode"": ""49686-2614"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""real_estate_agent"", ""alternate"": [""real_estate_service"", ""commercial_real_estate""]}",microsoft,meta,meta,meta,meta
08f27430d0a8b980030095869e58c225,meta,Mishicot Fire Dept,"[""+19207552345""]","[""https://www.vi.mishicot.wi.gov/mishicot-volunteer-fire-department""]","[{""freeform"": ""214 S Main St"", ""locality"": ""Mishicot"", ""postcode"": ""54228-9775"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""fire_department"", ""alternate"": [""public_service_and_government"", ""fire_protection_service""]}",microsoft,meta,meta,meta,meta
08f274826e393b6c0392b9477b888222,microsoft,"Samantha Grundemann, PA-C","[""2697819867""]","[""https://www.bronsonhealth.com/doctors/samantha-grundemann""]","[{""freeform"": ""212 Winston Dr"", ""locality"": ""Marshall"", ""postcode"": ""49068"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""physician_assistant"", ""alternate"": [""doctor"", ""health_and_medical""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f27484ea8aca450325727be1330b18,meta,Crystal Flash,"[""+12697512630""]","[""https://www.crystalflash.com""]","[{""freeform"": ""4523 134th Ave"", ""locality"": ""Hamilton"", ""postcode"": ""49419-9532"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""chemical_plant"", ""alternate"": [""professional_services"", ""business_manufacturing_and_supply""]}",microsoft,meta,meta,meta,meta
08f274864eb8c0f30307c49f06635d20,meta,SignWriter,"[""+12693736440""]","[""http://www.signwriterkzoo.com/""]","[{""freeform"": ""633 W Michigan Ave"", ""locality"": ""Kalamazoo"", ""postcode"": ""49007-3715"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""sign_making"", ""alternate"": [""printing_services"", ""professional_services""]}",microsoft,meta,meta,meta,meta
08f2748ba583136103a98b5793ae4f2b,meta,Pooches Parlor,"[""+15175124614""]",,"[{""freeform"": ""1128 E Grand River Ave"", ""locality"": ""Portland"", ""postcode"": ""48875-1618"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""pet_groomer"", ""alternate"": [""pet_services"", ""pet_store""]}",microsoft,meta,microsoft,meta,meta
08f2748c567756cb03490bd76febdb5b,meta,iChiro Clinics/Peak Performance Integrated Medicine North Office,"[""+16164479888""]","[""http://www.ichiroclinics.com/""]","[{""freeform"": ""4150 E Beltline Ave NE"", ""locality"": ""Grand Rapids"", ""postcode"": ""49525-9316"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""chiropractor"", ""alternate"": [""health_and_medical"", ""naturopathic_holistic""]}",meta,meta,meta,meta,meta
08f274b74c58d40503b8f3220c937c9e,meta,Starbucks,"[""+15747733013""]","[""https://www.starbucks.com/store-locator/store/18061""]","[{""freeform"": ""242 N Oakland Ave"", ""locality"": ""Nappanee"", ""postcode"": ""46550-2319"", ""region"": ""IN"", ""country"": ""US""}]","{""primary"": ""coffee_shop"", ""alternate"": [""eat_and_drink"", ""cafe""]}",microsoft,meta,meta,meta,meta
08f274bb8102019303cb6740dcb7885e,microsoft,"Culligan Water Conditioning of Sturgis, MI","[""2696512676""]","[""http://www.culligan.com/dealer-locator/sturgis-mi/21580?utm_source=BingPlaces&utm_medium=Local&utm_campaign=sturgis""]","[{""freeform"": ""26341 Us Highway 12"", ""locality"": ""Sturgis"", ""postcode"": ""49091"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""water_treatment_equipment_and_services"", ""alternate"": [""b2b_cleaning_and_waste_management"", ""environmental_and_ecological_services_for_businesses""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f274ca76c9c9810323067e2b9f2f53,meta,Olive Garden,"[""+19898328128""]","[""https://www.olivegarden.com/locations/mi/midland/eastman/4434?cmpid=br%3Aog_ag%3Aie_ch%3Asoc_ca%3AOGFB_sn%3Afacebook_gt%3Amidland-mi-4434_pl%3Alocurl_rd%3A1775""]","[{""freeform"": ""6803 Eastman Ave"", ""locality"": ""Midland"", ""postcode"": ""48642-7895"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""italian_restaurant"", ""alternate"": [""restaurant"", ""eat_and_drink""]}",microsoft,meta,meta,meta,meta
08f274d15017260003b9bda541978947,meta,Law Office of Lynnmarie Johnson,"[""+18108202791""]","[""http://www.TrustLynnmarie.com/""]","[{""freeform"": ""4488 W Bristol Rd"", ""locality"": ""Flint"", ""postcode"": ""48507-3100"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""lawyer"", ""alternate"": [""legal_services"", ""professional_services""]}",microsoft,meta,meta,meta,meta
08f274d2ee0deca803fbeaa15840ec3d,meta,Gary Ritter Violin,"[""+18103332752""]","[""http://www.garyritterstrings.com/""]","[{""freeform"": ""2525 7 Mile Rd"", ""locality"": ""Northfield Twp"", ""postcode"": ""48178-7745"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""musical_instrument_store"", ""alternate"": [""business"", ""music_and_dvd_store""]}",microsoft,meta,meta,meta,meta
08f274d56961028c030a85f5d27d2115,meta,Fifth Third Bank,"[""+19897254753""]","[""http://www.53.com/""]","[{""freeform"": ""123 N Washington St"", ""locality"": ""Owosso"", ""postcode"": ""48867-2819"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""bank_credit_union"", ""alternate"": [""financial_service"", ""atms""]}",meta,meta,meta,meta,meta
08f274dac432a46d0350a0c30ee88636,microsoft,Clarkston High School Natatorium,,,"[{""freeform"": ""6093 Flemings Lake Rd"", ""locality"": ""Clarkston"", ""postcode"": ""48346-1621"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""swimming_pool""}",microsoft,microsoft,microsoft,meta,meta
08f274dd0dac2d020338d97ff8693e3c,meta,Fullerton Tool Company,"[""+19897994550""]","[""http://fullertontool.com/""]","[{""freeform"": ""121 Perry St"", ""locality"": ""Saginaw"", ""postcode"": ""48602-1412"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""professional_services"", ""alternate"": [""hardware_store"", ""industrial_company""]}",meta,meta,meta,meta,meta
08f274e2c50a00ae0386ed65974359d1,meta,Looking Glass Beachfront Inn,"[""+16168427150""]","[""http://www.lookingglassmi.com/""]","[{""freeform"": ""1100 S Harbor Dr"", ""locality"": ""Grand Haven"", ""postcode"": ""49417-1749"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""hotel"", ""alternate"": [""bed_and_breakfast"", ""accommodation""]}",meta,meta,meta,meta,meta
08f27512cdb24295037532a480daa53d,meta,TriCity Golf Course,"[""+17154231380""]","[""https://www.tricitygolf.org/""]","[{""freeform"": ""3010 Golf Course Rd"", ""locality"": ""Wisconsin Rapids"", ""postcode"": ""54494-5731"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""golf_course"", ""alternate"": [""active_life""]}",microsoft,meta,meta,meta,meta
08f27526994f22ec035e5bfc35795835,meta,Enterprise Rent-A-Car,"[""+19525428535""]","[""https://www.enterprise.com/en/car-rental-locations/us/mn/st-louis-park-1902.html?mcid=yext%3A245709""]","[{""freeform"": ""6801 Wayzata Blvd"", ""locality"": ""St Louis Park"", ""postcode"": ""55426-1736"", ""region"": ""MN"", ""country"": ""US""}]","{""primary"": ""car_rental_agency"", ""alternate"": [""travel"", ""business""]}",microsoft,meta,meta,meta,meta
08f27526d43612d503668b4a1d2b68f2,meta,Longfellow Seward Healthy,"[""+16127295799""]","[""http://www.LShealthyseniors.org/""]","[{""freeform"": ""3131 Minnehaha Ave"", ""locality"": ""Minneapolis"", ""postcode"": ""55406-1933"", ""region"": ""MN"", ""country"": ""US""}]","{""primary"": ""senior_citizen_services"", ""alternate"": [""community_services_non_profits"", ""social_service_organizations""]}",microsoft,meta,meta,meta,meta
08f27526f2292b9b03cc5e9c91085d68,meta,University of Minnesota Medical Center,"[""+16126726600""]","[""http://www.youthocdstudy.org/""]","[{""freeform"": ""2450 Riverside Ave"", ""locality"": ""Minneapolis"", ""postcode"": ""55454-1515"", ""region"": ""MN"", ""country"": ""US""}]","{""primary"": ""hospital"", ""alternate"": [""counseling_and_mental_health"", ""college_university""]}",microsoft,meta,meta,meta,meta
08f27527aece236803bcbd89eabdbc1d,meta,Westminster Apartments,"[""+17637573848""]","[""http://www.westminsterapartmentliving.com/""]","[{""freeform"": ""12861 Central Ave NE"", ""locality"": ""Blaine"", ""postcode"": ""55434-2464"", ""region"": ""MN"", ""country"": ""US""}]","{""primary"": ""landmark_and_historical_building"", ""alternate"": [""accommodation"", ""real_estate""]}",microsoft,meta,meta,meta,meta
08f275802d4745a4036f3b1a815dd617,microsoft,BMO Harris Bank ATM,"[""8883402265""]","[""http://www.bmoharris.com/""]","[{""freeform"": ""3859 E Washington Ave"", ""locality"": ""Madison"", ""postcode"": ""53704"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""bank_credit_union""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f275829186a64003bdbe8f0edef687,meta,Bartelt Enterprises,"[""+16088623141""]","[""https://barteltpaving.com/""]","[{""freeform"": ""800 Briggs Dr"", ""locality"": ""Albany"", ""postcode"": ""53502-9622"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""contractor"", ""alternate"": [""paving_contractor"", ""construction_services""]}",microsoft,meta,meta,meta,meta
08f275922226a40b03fa3c4693070159,meta,Cove Hair Salon,"[""+18478954447""]","[""http://www.covehair.com/""]","[{""freeform"": ""516 W Wise Rd"", ""locality"": ""Schaumburg"", ""postcode"": ""60193-3815"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""hair_salon"", ""alternate"": [""beauty_and_spa"", ""beauty_salon""]}",meta,meta,meta,meta,meta
08f275924ad89490032cae5045094c88,microsoft,Darcy Majka,"[""6302680200""]","[""https://www.dulyhealthandcare.com/physicians/darcy-majka-md""]","[{""freeform"": ""801 N Cass Ave"", ""locality"": ""Westmont"", ""postcode"": ""60559"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""rheumatologist"", ""alternate"": [""doctor"", ""health_and_medical""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f27592c10d2d650338beb892e9fd00,meta,HYATT house Chicago/Naperville/Warrenville,"[""+16308362960""]","[""http://chicagowarrenville.house.hyatt.com/""]","[{""freeform"": ""27554 Maecliff Dr S"", ""locality"": ""Warrenville"", ""postcode"": ""60555-2934"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""hotel"", ""alternate"": [""accommodation"", ""bar""]}",meta,meta,meta,meta,meta
08f27594f32db1000333b7abb88b623c,meta,Sherwin-Williams,"[""+18152268550""]","[""https://www.sherwin-williams.com/store-locator/paint-store/rockford/il/703120""]","[{""freeform"": ""4923 E State St"", ""locality"": ""Rockford"", ""postcode"": ""61108-2210"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""hardware_store"", ""alternate"": [""painting"", ""shopping""]}",microsoft,meta,meta,meta,meta
08f275997435e5300384496692e0a4e7,microsoft,R B Machine Design,"[""2626191233""]","[""http://www.rbmachineanddesign.com/""]","[{""freeform"": ""4727 Singing Trees Dr"", ""locality"": ""Racine"", ""postcode"": ""53406"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""machine_shop""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2759aa04691520367478d82749b3a,meta,Wildberry Pancakes and Cafe,"[""+18472477777""]","[""http://wildberrycafe.com/""]","[{""freeform"": ""1783 N Milwaukee Ave"", ""locality"": ""Libertyville"", ""postcode"": ""60048-1316"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""breakfast_and_brunch_restaurant"", ""alternate"": [""restaurant"", ""cafe""]}",microsoft,meta,meta,meta,meta
08f2759ac860810403b488b2ba85c6e1,microsoft,DICK'S Sporting Goods,"[""8477307400""]","[""https://stores.dickssportinggoods.com/il/glenview/456/""]","[{""freeform"": ""1900 Tower Dr"", ""locality"": ""Glenview"", ""postcode"": ""60026"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""outdoor_gear"", ""alternate"": [""sports_wear"", ""retail""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2759aca54d76903b5f8c9dca36d19,microsoft,"Joseph Perkins, D.O.","[""8478667846""]","[""https://www.northshore.org/apps/findadoctor/physicians/joseph-anthony-perkins""]","[{""freeform"": ""2180 Pfingsten Rd Ste 3100"", ""locality"": ""Glenview"", ""postcode"": ""60026"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""sports_medicine"", ""alternate"": [""doctor"", ""health_and_medical""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2759aced4d4e303dbbf47b9bb881e,meta,Wescott School,"[""+18472724660""]","[""http://www.district30.org/wescott""]","[{""freeform"": ""1820 Western Ave"", ""locality"": ""Northbrook"", ""postcode"": ""60062-6052"", ""region"": ""IL"", ""country"": ""US""}]","{""primary"": ""elementary_school"", ""alternate"": [""school"", ""public_school""]}",microsoft,meta,meta,meta,meta
08f275cb024aa98d03ba3c30dd77717d,meta,The Optimal Health Stem Cell and Wellness Institute,"[""+19207396971""]","[""http://www.optimalhealthstemcell.com""]","[{""freeform"": ""2000 S Memorial Dr"", ""locality"": ""Appleton"", ""postcode"": ""54915-1205"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""chiropractor"", ""alternate"": [""health_and_medical"", ""pharmacy""]}",microsoft,meta,meta,meta,meta
08f275d2b08dc3b20361fd24c778f068,meta,Survive Alive House,"[""+14147777889""]","[""http://mps.milwaukee.k12.wi.us/en/home.htm""]","[{""freeform"": ""2059 S 20th St"", ""locality"": ""Milwaukee"", ""postcode"": ""53204-3737"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""public_and_government_association"", ""alternate"": [""central_government_office"", ""beauty_salon""]}",microsoft,meta,meta,meta,meta
08f275d746dae26e0398f3249c5d3b0c,microsoft,Jilly's Car Wash - Brookfield,"[""2627811021""]","[""https://jillyscarwash.com/locations/brookfield/""]","[{""freeform"": ""14100 W Capitol Dr"", ""locality"": ""Brookfield"", ""postcode"": ""53005"", ""region"": ""WI"", ""country"": ""US""}]","{""primary"": ""auto_detailing"", ""alternate"": [""car_wash"", ""automotive""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2763a1974381803002c1079799311,meta,Northland Adult Learning Centre,"[""+17059457109""]","[""https://adsbadulted.com/locations/northland/""]","[{""freeform"": ""440 Northland Rd"", ""locality"": ""Sault Ste Marie"", ""postcode"": ""P6C 3N6"", ""region"": ""ON"", ""country"": ""CA""}]","{""primary"": ""school"", ""alternate"": [""specialty_school"", ""public_service_and_government""]}",microsoft,meta,meta,meta,meta
08f276b6859ac4e103997b87641f8766,meta,Bay City Seventh-day Adventist Church,"[""+19896867440""]","[""https://baycitymi.adventistchurch.org""]","[{""freeform"": ""4165 2 Mile Rd"", ""locality"": ""Bangor Twp"", ""postcode"": ""48706-2321"", ""region"": ""MI"", ""country"": ""US""}]","{""primary"": ""church_cathedral"", ""alternate"": [""religious_organization""]}",microsoft,meta,meta,meta,meta
08f2802a256f2c6e036543725df38d6b,meta,Johnny's Flooring & Window Coverings,"[""+17077267745""]","[""https://www.johnnyfloor.com/""]","[{""freeform"": ""465 N Fortuna Blvd"", ""locality"": ""Fortuna"", ""postcode"": ""95540-2724"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""carpet_store"", ""alternate"": [""contractor""]}",microsoft,meta,meta,meta,meta
08f2802adab6e00c030a1be91d4875ee,meta,Carriage House,"[""+17078406062""]","[""http://www.carriagehousearcata.com/""]","[{""freeform"": ""937 10th St"", ""locality"": ""Arcata"", ""postcode"": ""95521-6114"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""restaurant"", ""alternate"": [""cocktail_bar"", ""diner""]}",microsoft,meta,meta,meta,meta
08f281334dcd60a303d3ca8e7eff2b77,meta,Burger King,"[""+15418853166""]","[""https://burgerking.com/store-locator/store/restaurant_5319""]","[{""freeform"": ""2561 Campus Dr"", ""locality"": ""Klamath Falls"", ""postcode"": ""97601-1102"", ""region"": ""OR"", ""country"": ""US""}]","{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}",microsoft,meta,meta,meta,meta
08f2814b413328ce033257fc7c3fa188,meta,Coinsource,"[""+18055002646""]","[""https://coinsource.net/?y_source=1_MTM1ODk3NzctNDQwLWxvY2F0aW9uLndlYnNpdGU=""]","[{""freeform"": ""1199 Skyway"", ""locality"": ""Chico"", ""postcode"": ""95928-8345"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""atms"", ""alternate"": [""bank_credit_union"", ""convenience_store""]}",microsoft,meta,meta,meta,meta
08f2814cd19080c603f2db3b6aecf642,microsoft,Plumas Pines VACATION HOMES & RENTALS,"[""5308360444""]","[""http://www.plumaspinesvacationhomesandrentals.com/""]","[{""freeform"": ""307 Poplar Valley Rd"", ""locality"": ""Blairsden Graeagle"", ""postcode"": ""96103"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""vacation_rental_agents"", ""alternate"": [""cabin"", ""holiday_rental_home"", ""travel""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2830021b2dacd03fc61463e38b4ff,meta,Jack in the Box,"[""+17075528307""]","[""https://locations.jackinthebox.com/us/ca/vallejo/1610-lewis-brown-dr?utm_source=Facebook&utm_medium=local&utm_campaign=facebook-local""]","[{""freeform"": ""1610 Lewis Brown Dr"", ""locality"": ""Vallejo"", ""postcode"": ""94589-1917"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}",meta,meta,meta,meta,meta
08f28300a32ca15503b128aa7b3ae6e7,meta,Chevys Fresh Mex,"[""+17074258374""]","[""https://www.chevys.com/""]","[{""freeform"": ""1730 Travis Blvd"", ""locality"": ""Fairfield"", ""postcode"": ""94533-3431"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""texmex_restaurant"", ""alternate"": [""mexican_restaurant"", ""restaurant""]}",meta,meta,meta,meta,meta
08f283080c85d5540367d252bb3052ad,meta,George McFaden,"[""+16505044361""]","[""https://www.GRARate.com/GeorgeMcFaden""]","[{""freeform"": ""117 Greenwich St"", ""locality"": ""San Francisco"", ""postcode"": ""94111-1105"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""mortgage_broker"", ""alternate"": [""financial_service"", ""installment_loans""]}",microsoft,meta,meta,meta,meta
08f28308106929aa0322048f73b8a6a1,microsoft,Richard Lavigna Dpm,"[""5104633888""]","[""http://www.drrichardlavignadpm.com/""]","[{""freeform"": ""2844 Summit St Ste 107"", ""locality"": ""Oakland"", ""postcode"": ""94609"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""podiatrist"", ""alternate"": [""doctor"", ""health_and_medical""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2830812d74431032d8a1ab0e1093f,microsoft,AT&T Store,"[""5106258540""]","[""https://www.att.com/stores/california/oakland/2147""]","[{""freeform"": ""3333 Lakeshore Ave"", ""locality"": ""Oakland"", ""postcode"": ""94610"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""mobile_phone_accessories"", ""alternate"": [""mobile_phone_store"", ""retail""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2830821b736ce03f60c9e1b6174d5,meta,Enterprise Truck Rental,"[""+14153300270""]","[""https://www.enterprise.com/en/car-rental-locations/us/ca/san-francisco-bayview-23gv.html?mcid=yext%3A245709""]","[{""freeform"": ""45 Charter Oak Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94124-1906"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""car_rental_agency"", ""alternate"": [""truck_rentals"", ""rv_rentals""]}",meta,meta,meta,meta,meta
08f28308d5a4ea9303716a263b3d1a91,meta,Massagebyronn,"[""+15107343655""]","[""https://www.massagebyronn123.com/""]","[{""freeform"": ""Bernhard Ave"", ""postcode"": ""94805"", ""country"": ""US""}]","{""primary"": ""spas"", ""alternate"": [""physical_therapy"", ""massage_therapy""]}",microsoft,meta,meta,meta,meta
08f28308f3a491aa03eaf1cf29d632fd,meta,West County Optometry,"[""+15102341730""]","[""http://www.westcountyoptometry.com/""]","[{""freeform"": ""11780 San Pablo Ave"", ""locality"": ""El Cerrito"", ""postcode"": ""94530-1778"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""optometrist"", ""alternate"": [""eyewear_and_optician""]}",meta,meta,meta,meta,meta
08f2830c62ad92480302e79197e2c157,meta,Kaiser Permanente,"[""+19259062000""]","[""https://www.kaiserpermanente.org""]","[{""freeform"": ""2880 Shadelands Dr"", ""locality"": ""Walnut Creek"", ""postcode"": ""94598-2522"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""health_and_medical"", ""alternate"": [""event_planning"", ""hospital""]}",microsoft,meta,meta,meta,meta
08f2830d34545ca4038c8e20a0ba4015,meta,Alderwood Park Apartments,"[""+19254474066""]","[""https://www.alderwoodparkaptliving.com/?utm_source=facebook&utm_medium=social""]","[{""freeform"": ""277 Junction Ave"", ""locality"": ""Livermore"", ""postcode"": ""94551-5965"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""landmark_and_historical_building"", ""alternate"": [""park"", ""real_estate_agent""]}",meta,meta,meta,meta,meta
08f2830d726819b2033d44933919d04c,meta,Classic Patio Inc,"[""+19256480293""]","[""https://www.classicpatio.com/""]","[{""freeform"": ""3426 Camino Tassajara"", ""locality"": ""Danville"", ""postcode"": ""94506-4680"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""furniture_store"", ""alternate"": [""shopping"", ""furniture_assembly""]}",meta,meta,meta,meta,meta
08f2832144c15018033b04c5ec312b53,meta,Sentry Storage,"[""+19169899217""]","[""https://www.sentrystorage.com/locations/folsom-ca-95630""]","[{""freeform"": ""201 Folsom Dam Rd"", ""locality"": ""Folsom"", ""postcode"": ""95630-6606"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""self_storage_facility"", ""alternate"": [""storage_facility""]}",microsoft,meta,meta,meta,meta
08f28328da76ac1403010b2e85955f60,meta,PetSmart,"[""+19169844748""]","[""https://www.petsmart.com/stores/us/ca/folsom-store0054.html""]","[{""freeform"": ""2705 E Bidwell St"", ""locality"": ""Folsom"", ""postcode"": ""95630-6405"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""pet_store"", ""alternate"": [""pet_groomer"", ""pet_services""]}",microsoft,meta,meta,meta,meta
08f2832b85a12b3203fb6b84f25c83de,meta,Windshield Repair Sacramento,"[""+19169437958""]","[""https://www.windshieldreplacementsacramento.com/""]","[{""freeform"": ""3420 Harmony Ln"", ""locality"": ""Sacramento"", ""postcode"": ""95821-2606"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""auto_glass_service"", ""alternate"": [""wholesale_store""]}",microsoft,meta,meta,meta,meta
08f2832ba14766ea034b11f02bf27173,meta,Vietnamese Buddhist Association of Sacramento,"[""+19164818781""]","[""http://www.kimquang.org/""]","[{""freeform"": ""3119 Alta Arden Expy"", ""locality"": ""Sacramento"", ""postcode"": ""95825-2101"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""church_cathedral"", ""alternate"": [""religious_organization"", ""community_services_non_profits""]}",microsoft,meta,meta,meta,meta
08f28337744159a8035c2ed9259da5dc,microsoft,Holiday Inn Express & Suites Willows,"[""5309348900""]","[""https://www.ihg.com/holidayinnexpress/hotels/us/en/willows/wlwca/hoteldetail?cm_mmc=BingMaps-_-EX-_-USA-_-WLWCA""]","[{""freeform"": ""545 N Humboldt Ave"", ""locality"": ""Willows"", ""postcode"": ""95988"", ""region"": ""CA"", ""country"": ""US""}]","{""primary"": ""venue_and_event_space"", ""alternate"": [""resort"", ""hotel""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f2834661c0546303001de104053c6d,microsoft,Health Care Physicians Profile 1,"[""06194420600""]","[""https://creativesol.com/?utm_j=book""]","[{""freeform"": ""3rd Floor, Rajapushpa Business Center, Kondapur"", ""locality"": ""Hyderabad"", ""postcode"": ""500084"", ""region"": ""Telangana"", ""country"": ""IN""}]",,microsoft,microsoft,microsoft,microsoft,microsoft
08f2834661c05463036c2b70615e02d9,microsoft,Health Care Physicians Profile 6,"[""04048687888""]","[""https://creativesol.com/?utm_j=book""]","[{""freeform"": ""3rd Floor, Rajapushpa Business Center, Kondapur"", ""locality"": ""Hyderabad"", ""postcode"": ""500084"", ""region"": ""Telangana"", ""country"": ""IN""}]",,microsoft,microsoft,microsoft,microsoft,microsoft
