names,categories,confidence,websites,socials,phones,addresses,omf_name,omf_category,omf_confidence,omf_websites,omf_socials,omf_phones,omf_addresses,clean_omf_name,clean_omf_addresses
"{""primary"":""Maple Street Biscuit Company""}","{""primary"":""american_restaurant"",""alternate"":[""breakfast_and_brunch_restaurant"",""restaurant""]}",0.9962614185921548,"[""https://maplestreetbiscuits.com/""]","[""https://www.facebook.com/110350708694650""]","[""+18595547550""]","[{""freeform"":""2270 Nicholasville Rd"",""locality"":""Lexington"",""postcode"":""40503-2418"",""region"":""KY"",""country"":""US""}]",Maple Street Biscuit Company,american_restaurant,0.9962614185921548,https://maplestreetbiscuits.com/,https://www.facebook.com/110350708694650,+18595547550,"2270 Nicholasville Rd,Lexington,KY,40503-2418",maple street biscuit company,2270 nicholasville rdlexingtonky405032418
"{""primary"":""ShopRite of Byram""}","{""primary"":""retail""}",0.77,"[""https://www.shoprite.com/""]",,"[""9734489770""]","[{""freeform"":""90-80 Route 206"",""locality"":""Stanhope"",""region"":""NJ"",""country"":""US"",""postcode"":""07874""}]",ShopRite of Byram,retail,0.77,https://www.shoprite.com/,,9734489770,"90-80 Route 206,Stanhope,NJ,07874",shoprite of byram,9080 route 206stanhopenj07874
"{""primary"":""Fiesta Ford, Inc.""}","{""primary"":""used_car_dealer"",""alternate"":[""automotive""]}",0.77,"[""https://www.fiestafordinc.net/""]",,"[""7607728000""]","[{""freeform"":""990 Varner Rd 78"",""locality"":""Indio"",""region"":""CA"",""country"":""US"",""postcode"":""92203""}]","Fiesta Ford, Inc.",used_car_dealer,0.77,https://www.fiestafordinc.net/,,7607728000,"990 Varner Rd 78,Indio,CA,92203",fiesta ford inc,990 varner rd 78indioca92203
"{""primary"":""Ricciardi Brothers""}","{""primary"":""home_improvement_store"",""alternate"":[""hardware_store""]}",0.9962614185921548,"[""https://ricciardibrothers.com/""]","[""https://www.facebook.com/859332314205772""]","[""+18562672200""]","[{""freeform"":""701 W Route 70"",""locality"":""Marlton"",""postcode"":""08053-1643"",""region"":""NJ"",""country"":""US""}]",Ricciardi Brothers,home_improvement_store,0.9962614185921548,https://ricciardibrothers.com/,https://www.facebook.com/859332314205772,+18562672200,"701 W Route 70,Marlton,NJ,08053-1643",ricciardi brothers,701 w route 70marltonnj080531643
"{""primary"":""Smashburger""}","{""primary"":""burger_restaurant"",""alternate"":[""restaurant""]}",0.77,"[""http://www.smashburger.com/?utm_source=bing&utm_medium=local&utm_content=1012&utm_campaign=localmaps""]",,"[""7195744126""]","[{""freeform"":""3707 Bloomington St"",""locality"":""Colorado Springs"",""region"":""CO"",""country"":""US"",""postcode"":""80922""}]",Smashburger,burger_restaurant,0.77,http://www.smashburger.com/?utm_source=bing&utm_medium=local&utm_content=1012&utm_campaign=localmaps,,7195744126,"3707 Bloomington St,Colorado Springs,CO,80922",smashburger,3707 bloomington stcolorado springsco80922
"{""primary"":""The Sunflower Florist""}","{""primary"":""florist"",""alternate"":[""floral_designer"",""retail""]}",0.77,"[""https://thesunflowerflorist.com/""]",,"[""7576252041""]","[{""freeform"":""1908 Colley Ave"",""locality"":""Norfolk"",""region"":""VA"",""country"":""US"",""postcode"":""23517""}]",The Sunflower Florist,florist,0.77,https://thesunflowerflorist.com/,,7576252041,"1908 Colley Ave,Norfolk,VA,23517",the sunflower florist,1908 colley avenorfolkva23517
"{""primary"":""Five Star Premier Residences of Reno""}","{""primary"":""retirement_home"",""alternate"":[""senior_citizen_services""]}",0.9962614185921548,"[""https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno/?local=facebook""]","[""https://www.facebook.com/211667562292303""]","[""+17758291050""]","[{""freeform"":""3201 Plumas St"",""locality"":""Reno"",""postcode"":""89509-4723"",""region"":""NV"",""country"":""US""}]",Five Star Premier Residences of Reno,retirement_home,0.9962614185921548,https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno/?local=facebook,https://www.facebook.com/211667562292303,+17758291050,"3201 Plumas St,Reno,NV,89509-4723",five star premier residences of reno,3201 plumas strenonv895094723
"{""primary"":""Evergreen""}","{""primary"":""home_developer"",""alternate"":[""real_estate"",""real_estate_agent""]}",0.9919372693726938,"[""https://www.avjennings.com.au/nsw/evergreen""]","[""https://www.facebook.com/1184317678339109""]","[""+61435914137""]","[{""freeform"":""Richardson Rd &, Corder Dr"",""postcode"":""2570"",""country"":""AU""}]",Evergreen,home_developer,0.9919372693726938,https://www.avjennings.com.au/nsw/evergreen,https://www.facebook.com/1184317678339109,+61435914137,"Richardson Rd &, Corder Dr,,,2570",evergreen,richardson rd  corder dr2570
"{""primary"":""Monkey Puzzle Day Nursery""}","{""primary"":""day_care_preschool"",""alternate"":[""preschool"",""education""]}",0.997898979043525,"[""https://www.monkeypuzzlewestnorwood.co.uk/""]","[""https://www.facebook.com/401172030251807""]","[""+442087611444""]","[{""freeform"":""445 Norwood Road"",""locality"":""London"",""postcode"":""SE27 9DN"",""region"":""ENG"",""country"":""GB""}]",Monkey Puzzle Day Nursery,day_care_preschool,0.997898979043525,https://www.monkeypuzzlewestnorwood.co.uk/,https://www.facebook.com/401172030251807,+442087611444,"445 Norwood Road,London,ENG,SE27 9DN",monkey puzzle day nursery,445 norwood roadlondonengse27 9dn
"{""primary"":""Subway""}","{""primary"":""sandwich_shop"",""alternate"":[""restaurant"",""fast_food_restaurant""]}",0.9962614185921548,"[""http://www.subway.com/en-us""]","[""https://www.facebook.com/1608452866071964""]","[""+14193528500""]","[{""freeform"":""524 E Wooster St"",""locality"":""Bowling Green"",""postcode"":""43402-3134"",""region"":""OH"",""country"":""US""}]",Subway,sandwich_shop,0.9962614185921548,http://www.subway.com/en-us,https://www.facebook.com/1608452866071964,+14193528500,"524 E Wooster St,Bowling Green,OH,43402-3134",subway,524 e wooster stbowling greenoh434023134
"{""primary"":""Smartphone Solutions""}","{""primary"":""mobile_phone_store""}",0.9877528662420382,"[""https://www.smartphonesolutions.com.au/""]","[""https://www.facebook.com/105074401220254""]","[""+61386446881""]","[{""freeform"":""90 Vineyard Rd"",""locality"":""Sunbury"",""postcode"":""3429"",""region"":""VIC"",""country"":""AU""}]",Smartphone Solutions,mobile_phone_store,0.9877528662420382,https://www.smartphonesolutions.com.au/,https://www.facebook.com/105074401220254,+61386446881,"90 Vineyard Rd,Sunbury,VIC,3429",smartphone solutions,90 vineyard rdsunburyvic3429
"{""primary"":""BK Lack GmbH""}","{""primary"":""automotive_repair"",""alternate"":[""auto_company"",""painting""]}",0.9877528662420382,"[""http://www.bk-lack.com/""]","[""https://www.facebook.com/835888459795915""]","[""+4964136052380""]","[{""freeform"":""Industriestraße 15"",""locality"":""Fernwald"",""postcode"":""35463"",""country"":""DE""}]",BK Lack GmbH,automotive_repair,0.9877528662420382,http://www.bk-lack.com/,https://www.facebook.com/835888459795915,+4964136052380,"Industriestraße 15,Fernwald,,35463",bk lack gmbh,industriestrae 15fernwald35463
"{""primary"":""Promise Insurance Agency""}","{""primary"":""auto_insurance""}",0.77,"[""""]",,"[""7047931040""]","[{""freeform"":""481 Concord Pkwy N"",""locality"":""Concord"",""postcode"":""28027"",""region"":""NC"",""country"":""US""}]",Promise Insurance Agency,auto_insurance,0.77,,,7047931040,"481 Concord Pkwy N,Concord,NC,28027",promise insurance agency,481 concord pkwy nconcordnc28027
"{""primary"":""Sherwin-Williams""}","{""primary"":""hardware_store"",""alternate"":[""painting"",""shopping""]}",0.9962614185921548,"[""https://www.sherwin-williams.com/store-locator/paint-store/rockford/il/703120""]","[""https://www.facebook.com/1796782177272403""]","[""+18152268550""]","[{""freeform"":""4923 E State St"",""locality"":""Rockford"",""postcode"":""61108-2210"",""region"":""IL"",""country"":""US""}]",Sherwin-Williams,hardware_store,0.9962614185921548,https://www.sherwin-williams.com/store-locator/paint-store/rockford/il/703120,https://www.facebook.com/1796782177272403,+18152268550,"4923 E State St,Rockford,IL,61108-2210",sherwinwilliams,4923 e state strockfordil611082210
"{""primary"":""Atlantic Exterminating Inc.""}","{""primary"":""pest_control_service""}",0.77,"[""http://atlanticexterminatingnj.com/""]",,"[""6093352398""]","[{""freeform"":""162 Winnepeg Ave"",""locality"":""Egg Harbor Township"",""postcode"":""08234"",""region"":""NJ"",""country"":""US""}]",Atlantic Exterminating Inc.,pest_control_service,0.77,http://atlanticexterminatingnj.com/,,6093352398,"162 Winnepeg Ave,Egg Harbor Township,NJ,08234",atlantic exterminating inc,162 winnepeg aveegg harbor townshipnj08234
"{""primary"":""Goodyear Autocare Australia""}","{""primary"":""automotive_repair"",""alternate"":[""tire_dealer_and_repair"",""automotive""]}",0.9837452982267598,"[""http://www.goodyearautocare.com.au/""]","[""https://www.facebook.com/896669260664503""]","[""+61132343""]","[{""freeform"":""Common Property 139 Dohles Rocks, 139 Dohles Rocks Rd"",""locality"":""Brisbane"",""postcode"":""4503"",""region"":""QLD"",""country"":""AU""}]",Goodyear Autocare Australia,automotive_repair,0.9837452982267598,http://www.goodyearautocare.com.au/,https://www.facebook.com/896669260664503,+61132343,"Common Property 139 Dohles Rocks, 139 Dohles Rocks Rd,Brisbane,QLD,4503",goodyear autocare australia,common property 139 dohles rocks 139 dohles rocks rdbrisbaneqld4503
"{""primary"":""Johnson Auto Sales""}","{""primary"":""car_dealer"",""alternate"":[""used_car_dealer""]}",0.9962614185921548,"[""https://www.johnsonautosale.com/""]","[""https://www.facebook.com/106571784366359""]","[""+15076760188""]","[{""freeform"":""1221 S Oak Ave"",""locality"":""Owatonna"",""postcode"":""55060-3924"",""region"":""MN"",""country"":""US""}]",Johnson Auto Sales,car_dealer,0.9962614185921548,https://www.johnsonautosale.com/,https://www.facebook.com/106571784366359,+15076760188,"1221 S Oak Ave,Owatonna,MN,55060-3924",johnson auto sales,1221 s oak aveowatonnamn550603924
"{""primary"":""Mark A Hammer & Associates""}","{""primary"":""personal_injury_law""}",0.77,"[""http://www.washingtoncaraccidentsandinjuries.com/""]",,"[""2533960614""]","[{""freeform"":""4301 S Pine St"",""locality"":""Tacoma"",""postcode"":""98409"",""region"":""WA"",""country"":""US""}]",Mark A Hammer & Associates,personal_injury_law,0.77,http://www.washingtoncaraccidentsandinjuries.com/,,2533960614,"4301 S Pine St,Tacoma,WA,98409",mark a hammer  associates,4301 s pine sttacomawa98409
"{""primary"":""American House Cedarlake""}","{""primary"":""retirement_home"",""alternate"":[""landmark_and_historical_building""]}",0.9962614185921548,"[""https://www.americanhouse.com/cedarlake""]","[""https://www.facebook.com/526690484201272""]","[""+18152679153""]","[{""freeform"":""14800 S Van Dyke Rd"",""locality"":""Plainfield"",""postcode"":""60544-1289"",""region"":""IL"",""country"":""US""}]",American House Cedarlake,retirement_home,0.9962614185921548,https://www.americanhouse.com/cedarlake,https://www.facebook.com/526690484201272,+18152679153,"14800 S Van Dyke Rd,Plainfield,IL,60544-1289",american house cedarlake,14800 s van dyke rdplainfieldil605441289
"{""primary"":""iChiro Clinics/Peak Performance Integrated Medicine North Office""}","{""primary"":""chiropractor"",""alternate"":[""health_and_medical"",""naturopathic_holistic""]}",0.9962614185921548,"[""http://www.ichiroclinics.com/""]","[""https://www.facebook.com/195110839262""]","[""+16164479888""]","[{""freeform"":""4150 E Beltline Ave NE"",""locality"":""Grand Rapids"",""postcode"":""49525-9316"",""region"":""MI"",""country"":""US""}]",iChiro Clinics/Peak Performance Integrated Medicine North Office,chiropractor,0.9962614185921548,http://www.ichiroclinics.com/,https://www.facebook.com/195110839262,+16164479888,"4150 E Beltline Ave NE,Grand Rapids,MI,49525-9316",ichiro clinicspeak performance integrated medicine north office,4150 e beltline ave negrand rapidsmi495259316
"{""primary"":""Pharmacare Drugs Pharmacy""}","{""primary"":""pharmacy"",""alternate"":[""medical_supply"",""family_practice""]}",0.9962614185921548,"[""http://healthmart.com/""]","[""https://www.facebook.com/202628426966446""]","[""+17343402604""]","[{""freeform"":""6048 Rawsonville Rd"",""locality"":""Ypsilanti Twp"",""postcode"":""48111"",""region"":""MI"",""country"":""US""}]",Pharmacare Drugs Pharmacy,pharmacy,0.9962614185921548,http://healthmart.com/,https://www.facebook.com/202628426966446,+17343402604,"6048 Rawsonville Rd,Ypsilanti Twp,MI,48111",pharmacare drugs pharmacy,6048 rawsonville rdypsilanti twpmi48111
"{""primary"":""SmartStyle Hair Salon""}","{""primary"":""hair_salon"",""alternate"":[""beauty_salon"",""barber""]}",0.9962614185921548,"[""https://www.smartstyle.com/locations/nearme/haircut/nv/las-vegas/5198-boulder-hwy/11461""]","[""https://www.facebook.com/246581548807360""]","[""+17024336571""]","[{""freeform"":""5198 Boulder Hwy"",""locality"":""Las Vegas"",""postcode"":""89122-6002"",""region"":""NV"",""country"":""US""}]",SmartStyle Hair Salon,hair_salon,0.9962614185921548,https://www.smartstyle.com/locations/nearme/haircut/nv/las-vegas/5198-boulder-hwy/11461,https://www.facebook.com/246581548807360,+17024336571,"5198 Boulder Hwy,Las Vegas,NV,89122-6002",smartstyle hair salon,5198 boulder hwylas vegasnv891226002
"{""primary"":""Chillicothe Storage""}","{""primary"":""self_storage_facility""}",0.77,"[""http://prestigestoreit.com/locations/ohio/chillicothe/chillicothe-storage/""]",,"[""7406603813""]","[{""freeform"":""982 Eastern Ave"",""locality"":""Chillicothe"",""region"":""OH"",""country"":""US"",""postcode"":""45601""}]",Chillicothe Storage,self_storage_facility,0.77,http://prestigestoreit.com/locations/ohio/chillicothe/chillicothe-storage/,,7406603813,"982 Eastern Ave,Chillicothe,OH,45601",chillicothe storage,982 eastern avechillicotheoh45601
"{""primary"":""Tchibo Filiale""}","{""primary"":""coffee_shop"",""alternate"":[""cafe"",""restaurant""]}",0.77,"[""https://www.tchibo.de/service/storefinder/store/100003564?utm_medium=organic&utm_source=bing&utm_campaign=business_profile-filiale&utm_content=100003564""]",,"[""022342190554""]","[{""freeform"":""Aachener Strasse 1253"",""locality"":""Koeln"",""postcode"":""50858"",""country"":""DE""}]",Tchibo Filiale,coffee_shop,0.77,https://www.tchibo.de/service/storefinder/store/100003564?utm_medium=organic&utm_source=bing&utm_campaign=business_profile-filiale&utm_content=100003564,,022342190554,"Aachener Strasse 1253,Koeln,,50858",tchibo filiale,aachener strasse 1253koeln50858
"{""primary"":""Health Care Physicians Profile 7""}",,0.77,"[""https://creativesol.com/?utm_j=book""]",,"[""06194420600""]","[{""freeform"":""3rd Floor, Rajapushpa Business Center, Kondapur"",""locality"":""Hyderabad"",""postcode"":""500084"",""region"":""Telangana"",""country"":""IN""}]",Health Care Physicians Profile 7,,0.77,https://creativesol.com/?utm_j=book,,06194420600,"3rd Floor, Rajapushpa Business Center, Kondapur,Hyderabad,Telangana,500084",health care physicians profile 7,3rd floor rajapushpa business center kondapurhyderabadtelangana500084
"{""primary"":""Western Union""}",,0.77,"[""https://www.westernunion.com/?utm_source=bingmaps&utm_medium=pml-yext""]",,"[""4127107130""]","[{""freeform"":""716 Clairton Blvd"",""locality"":""Pittsburgh"",""postcode"":""15236"",""region"":""PA"",""country"":""US""}]",Western Union,,0.77,https://www.westernunion.com/?utm_source=bingmaps&utm_medium=pml-yext,,4127107130,"716 Clairton Blvd,Pittsburgh,PA,15236",western union,716 clairton blvdpittsburghpa15236
"{""primary"":""Altima Dental Centre at First Canadian Place""}","{""primary"":""cosmetic_dentist"",""alternate"":[""general_dentistry"",""pediatric_dentist"",""dentist"",""health_and_medical""]}",0.77,"[""https://www.altimadental.com/locations/first-canadian-place/""]",,"[""4163687226""]","[{""freeform"":""First Canadian Place-Concourse Level, 100 King Street West"",""locality"":""Toronto"",""region"":""ON"",""country"":""CA"",""postcode"":""M5X 2A1""}]",Altima Dental Centre at First Canadian Place,cosmetic_dentist,0.77,https://www.altimadental.com/locations/first-canadian-place/,,4163687226,"First Canadian Place-Concourse Level, 100 King Street West,Toronto,ON,M5X 2A1",altima dental centre at first canadian place,first canadian placeconcourse level 100 king street westtorontoonm5x 2a1
"{""primary"":""Netto Marken-Discount""}","{""primary"":""discount_store"",""alternate"":[""supermarket"",""convenience_store""]}",0.9918379237288135,"[""http://www.netto-online.de/""]","[""https://www.facebook.com/1110222885710870""]","[""+498002000015""]","[{""freeform"":""Claus-Sinjen-Straße 33"",""locality"":""Kronshagen"",""postcode"":""24119"",""country"":""DE""}]",Netto Marken-Discount,discount_store,0.9918379237288135,http://www.netto-online.de/,https://www.facebook.com/1110222885710870,+498002000015,"Claus-Sinjen-Straße 33,Kronshagen,,24119",netto markendiscount,claussinjenstrae 33kronshagen24119
"{""primary"":""Pharmaprix""}","{""primary"":""pharmacy"",""alternate"":[""cosmetic_and_beauty_supplies""]}",0.9918379237288135,"[""http://www1.pharmaprix.ca/fr/Home.aspx?lang=fr""]","[""https://www.facebook.com/207189102675958""]","[""+15147698566""]","[{""freeform"":""5987 Rue de Verdun"",""locality"":""Montréal"",""postcode"":""H4H 1M6"",""region"":""QC"",""country"":""CA""}]",Pharmaprix,pharmacy,0.9918379237288135,http://www1.pharmaprix.ca/fr/Home.aspx?lang=fr,https://www.facebook.com/207189102675958,+15147698566,"5987 Rue de Verdun,Montréal,QC,H4H 1M6",pharmaprix,5987 rue de verdunmontralqch4h 1m6
"{""primary"":""PUBLIC&LOCATION@NAME_321233""}",,0.77,"[""https://creativesol.com/?utm_j=book""]",,"[""4089844462""]","[{""freeform"":""1766 Palo Verde Ave"",""locality"":""East Palo Alto"",""postcode"":""96303"",""region"":""CA"",""country"":""US""}]",PUBLIC&LOCATION@NAME_321233,,0.77,https://creativesol.com/?utm_j=book,,4089844462,"1766 Palo Verde Ave,East Palo Alto,CA,96303",publiclocationname321233,1766 palo verde aveeast palo altoca96303
"{""primary"":""The Best Nail Bar""}","{""primary"":""beauty_and_spa"",""alternate"":[""nail_salon""]}",0.9962614185921548,"[""http://Thebestnailbar.com/""]","[""https://www.facebook.com/110604508565807""]","[""+18437799999""]","[{""freeform"":""595 King St"",""locality"":""Charleston"",""postcode"":""29403-6944"",""region"":""SC"",""country"":""US""}]",The Best Nail Bar,beauty_and_spa,0.9962614185921548,http://Thebestnailbar.com/,https://www.facebook.com/110604508565807,+18437799999,"595 King St,Charleston,SC,29403-6944",the best nail bar,595 king stcharlestonsc294036944
"{""primary"":""Puregym""}","{""primary"":""gym"",""alternate"":[""active_life""]}",0.77,"[""https://www.puregym.com/gyms/evesham/""]",,"[""03444770005""]","[{""freeform"":""Four Pools Lane, Four Pools Retail Park"",""locality"":""Evesham"",""region"":""Wor"",""country"":""GB"",""postcode"":""WR11 1DJ""}]",Puregym,gym,0.77,https://www.puregym.com/gyms/evesham/,,03444770005,"Four Pools Lane, Four Pools Retail Park,Evesham,Wor,WR11 1DJ",puregym,four pools lane four pools retail parkeveshamworwr11 1dj
"{""primary"":""Subway""}","{""primary"":""sandwich_shop"",""alternate"":[""restaurant"",""fast_food_restaurant""]}",0.9962614185921548,"[""http://www.Subway.com/""]","[""https://www.facebook.com/125885030814107""]","[""+16052261147""]","[{""freeform"":""205 6th Ave SE"",""locality"":""Aberdeen"",""postcode"":""57401-4316"",""region"":""SD"",""country"":""US""}]",Subway,sandwich_shop,0.9962614185921548,http://www.Subway.com/,https://www.facebook.com/125885030814107,+16052261147,"205 6th Ave SE,Aberdeen,SD,57401-4316",subway,205 6th ave seaberdeensd574014316
"{""primary"":""Zenit Panzió""}","{""primary"":""hotel"",""alternate"":[""bed_and_breakfast"",""travel""]}",0.9523423423423424,"[""http://www.zenitpanzio.hu/""]","[""https://www.facebook.com/1442973622689963""]","[""+3646561561""]","[{""freeform"":""Miskolctapolcai út 25"",""locality"":""Miskolc"",""postcode"":""3518"",""country"":""HU""}]",Zenit Panzió,hotel,0.9523423423423424,http://www.zenitpanzio.hu/,https://www.facebook.com/1442973622689963,+3646561561,"Miskolctapolcai út 25,Miskolc,,3518",zenit panzi,miskolctapolcai t 25miskolc3518
"{""primary"":""ATP Flight School""}","{""primary"":""vocational_and_technical_school"",""alternate"":[""specialty_school"",""automotive"",""education""]}",0.77,"[""https://atpflightschool.com/local/dab""]",,"[""9045957950""]","[{""freeform"":""1624 Aviation Center Pkwy"",""locality"":""Daytona Beach"",""region"":""FL"",""country"":""US"",""postcode"":""32114""}]",ATP Flight School,vocational_and_technical_school,0.77,https://atpflightschool.com/local/dab,,9045957950,"1624 Aviation Center Pkwy,Daytona Beach,FL,32114",atp flight school,1624 aviation center pkwydaytona beachfl32114
"{""primary"":""Ways2Well""}","{""primary"":""wellness_program"",""alternate"":[""health_and_medical""]}",0.77,"[""http://www.ways2well.com/""]",,"[""8003210864""]","[{""freeform"":""3831 Golf Dr"",""locality"":""Houston"",""region"":""TX"",""country"":""US"",""postcode"":""77018""}]",Ways2Well,wellness_program,0.77,http://www.ways2well.com/,,8003210864,"3831 Golf Dr,Houston,TX,77018",ways2well,3831 golf drhoustontx77018
"{""primary"":""Woodfire Grille""}","{""primary"":""steakhouse"",""alternate"":[""restaurant"",""american_restaurant""]}",0.9962614185921548,"[""https://kansasstar.boydgaming.com/dine/woodfire-grille""]","[""https://www.facebook.com/1157530924349436""]","[""+13167195148""]","[{""freeform"":""777 Kansas Star Dr"",""locality"":""Mulvane"",""postcode"":""67120-9777"",""region"":""KS"",""country"":""US""}]",Woodfire Grille,steakhouse,0.9962614185921548,https://kansasstar.boydgaming.com/dine/woodfire-grille,https://www.facebook.com/1157530924349436,+13167195148,"777 Kansas Star Dr,Mulvane,KS,67120-9777",woodfire grille,777 kansas star drmulvaneks671209777
"{""primary"":""Jaibaji Plastic Surgery""}","{""primary"":""plastic_surgeon"",""alternate"":[""surgeon"",""tattoo_removal"",""doctor"",""health_and_medical""]}",0.77,"[""https://mjplasticsurgery.com/""]",,"[""6194351736""]","[{""freeform"":""1001 B Avenue Suite 108"",""locality"":""Coronado"",""region"":""CA"",""country"":""US"",""postcode"":""92118""}]",Jaibaji Plastic Surgery,plastic_surgeon,0.77,https://mjplasticsurgery.com/,,6194351736,"1001 B Avenue Suite 108,Coronado,CA,92118",jaibaji plastic surgery,1001 b avenue suite 108coronadoca92118
"{""primary"":""Das Küchenhaus Uwe Zoch GmbH""}","{""primary"":""kitchen_remodeling"",""alternate"":[""retail""]}",0.77,"[""https://www.kuechenhauszoch-berlin.de/""]",,"[""03042262070""]","[{""freeform"":""Fuggerstr. 43"",""locality"":""Berlin"",""postcode"":""10777"",""region"":""Berlin"",""country"":""DE""}]",Das Küchenhaus Uwe Zoch GmbH,kitchen_remodeling,0.77,https://www.kuechenhauszoch-berlin.de/,,03042262070,"Fuggerstr. 43,Berlin,Berlin,10777",das kchenhaus uwe zoch gmbh,fuggerstr 43berlinberlin10777
"{""primary"":""Waterman Pool Filling Service""}","{""primary"":""pool_and_hot_tub_services""}",0.77,"[""http://www.watermanwaterhauling.com/""]",,"[""8622688223""]","[{""freeform"":""934 Stillwater Rd"",""locality"":""Stillwater"",""region"":""NJ"",""country"":""US"",""postcode"":""07875""}]",Waterman Pool Filling Service,pool_and_hot_tub_services,0.77,http://www.watermanwaterhauling.com/,,8622688223,"934 Stillwater Rd,Stillwater,NJ,07875",waterman pool filling service,934 stillwater rdstillwaternj07875
"{""primary"":""Wendy's""}","{""primary"":""burger_restaurant"",""alternate"":[""fast_food_restaurant"",""restaurant""]}",0.77,"[""""]",,"[""3045742913""]","[{""freeform"":""176 Fayette Town Ctr"",""locality"":""Fayetteville"",""region"":""WV"",""country"":""US"",""postcode"":""25840""}]",Wendy's,burger_restaurant,0.77,,,3045742913,"176 Fayette Town Ctr,Fayetteville,WV,25840",wendys,176 fayette town ctrfayettevillewv25840
"{""primary"":""CHI Saint Joseph Medical Group""}","{""primary"":""hospital"",""alternate"":[""urologist""]}",0.9962614185921548,"[""https://www.chisaintjosephhealth.org/hospital-urology?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHIStJoseph&utm_term=CHISaintJosephMedicalGroup-UrologyFountainCt&y_source=1_MTczMjI0NTAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/111917611258095""]","[""+18596297200""]","[{""freeform"":""211 Fountain Ct"",""locality"":""Lexington"",""postcode"":""40509-2694"",""region"":""KY"",""country"":""US""}]",CHI Saint Joseph Medical Group,hospital,0.9962614185921548,https://www.chisaintjosephhealth.org/hospital-urology?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHIStJoseph&utm_term=CHISaintJosephMedicalGroup-UrologyFountainCt&y_source=1_MTczMjI0NTAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.facebook.com/111917611258095,+18596297200,"211 Fountain Ct,Lexington,KY,40509-2694",chi saint joseph medical group,211 fountain ctlexingtonky405092694
"{""primary"":""Tomorrow's Technology Today""}","{""primary"":""it_service_and_computer_repair"",""alternate"":[""information_technology_company"",""computer_hardware_company""]}",0.9877528662420382,"[""https://www.tomtechtoday.com/""]","[""https://www.facebook.com/117660121580145""]","[""+14196784600""]","[{""freeform"":""501 N Eastern Ave"",""locality"":""St Henry"",""postcode"":""45883-9634"",""region"":""OH"",""country"":""US""}]",Tomorrow's Technology Today,it_service_and_computer_repair,0.9877528662420382,https://www.tomtechtoday.com/,https://www.facebook.com/117660121580145,+14196784600,"501 N Eastern Ave,St Henry,OH,45883-9634",tomorrows technology today,501 n eastern avest henryoh458839634
"{""primary"":""Penske Truck Rental""}","{""primary"":""rental_services"",""alternate"":[""truck_rentals"",""real_estate_service""]}",0.77,"[""https://www.pensketruckrental.com/locations/us/idaho/boise/066110/?utm_source=bing&utm_medium=referral&utm_campaign=rio-bingplaces""]",,"[""2083367220""]","[{""freeform"":""4450 S Enterprise St"",""locality"":""Boise"",""postcode"":""83705"",""region"":""ID"",""country"":""US""}]",Penske Truck Rental,rental_services,0.77,https://www.pensketruckrental.com/locations/us/idaho/boise/066110/?utm_source=bing&utm_medium=referral&utm_campaign=rio-bingplaces,,2083367220,"4450 S Enterprise St,Boise,ID,83705",penske truck rental,4450 s enterprise stboiseid83705
"{""primary"":""H&R Block""}","{""primary"":""trusts"",""alternate"":[""financial_service"",""accountant""]}",0.9962614185921548,"[""https://www.hrblock.com/local-tax-offices/idaho/meridian/520-s-meridian-rd/12480""]","[""https://www.facebook.com/100216903702083""]","[""+12088841788""]","[{""freeform"":""520 S Meridian Rd"",""locality"":""Meridian"",""postcode"":""83642-4531"",""region"":""ID"",""country"":""US""}]",H&R Block,trusts,0.9962614185921548,https://www.hrblock.com/local-tax-offices/idaho/meridian/520-s-meridian-rd/12480,https://www.facebook.com/100216903702083,+12088841788,"520 S Meridian Rd,Meridian,ID,83642-4531",hr block,520 s meridian rdmeridianid836424531
"{""primary"":""Matthew Kandefer Plumbing & Heating""}","{""primary"":""plumbing"",""alternate"":[""hvac_services"",""septic_services""]}",0.9895134099616858,"[""http://www.mattkandeferplumbing.com/""]","[""https://www.facebook.com/161819020532379""]","[""+17168938376""]","[{""freeform"":""79 Fillmore Ave"",""locality"":""Tonawanda"",""postcode"":""14150-2335"",""region"":""NY"",""country"":""US""}]",Matthew Kandefer Plumbing & Heating,plumbing,0.9895134099616858,http://www.mattkandeferplumbing.com/,https://www.facebook.com/161819020532379,+17168938376,"79 Fillmore Ave,Tonawanda,NY,14150-2335",matthew kandefer plumbing  heating,79 fillmore avetonawandany141502335
"{""primary"":""Assured Storage Jackson""}","{""primary"":""self_storage_facility""}",0.77,"[""https://assuredstorage.net/jackson/""]",,"[""7316646464""]","[{""freeform"":""444 Wiley Parker Rd"",""locality"":""Jackson"",""region"":""TN"",""country"":""US"",""postcode"":""38305""}]",Assured Storage Jackson,self_storage_facility,0.77,https://assuredstorage.net/jackson/,,7316646464,"444 Wiley Parker Rd,Jackson,TN,38305",assured storage jackson,444 wiley parker rdjacksontn38305
